cityName,urbanStatus,stateCode,stateName,districtCode,districtName
Mulagumudu,T.P.,33,Tamil Nadu,30,Kanniyakumari
Mulanur,T.P.,33,Tamil Nadu,10,Erode
Mulavukad,C.T.,32,Kerala,8,Ernakulam
Mulbagal,T.M.C,29,Karnataka,19,Kolar
Mulgund,T.P.,29,Karnataka,8,Gadag
Mulki,T.P.,29,Karnataka,24,Dakshina Kannada
Mullanpur Dakha,N.P.,3,Punjab,9,Ludhiana
Mullanpur- Garibdas,C.T.,3,Punjab,7,Rupnagar
Multai,N.P.,23,Madhya Pradesh,35,Betul
Mulur,C.T.,29,Karnataka,24,Dakshina Kannada
Mundargi,T.P.,29,Karnataka,8,Gadag
Mundera Bazar,N.P.,9,Uttar Pradesh,58,Gorakhpur
Munderi,C.T.,32,Kerala,2,Kannur
Mundgod,T.P.,29,Karnataka,10,Uttara Kannada
Mundi,N.P.,23,Madhya Pradesh,29,East Nimar
Mundia,N.P.,9,Uttar Pradesh,19,Budaun
Mundka,C.T.,7,Delhi *,7,West
Mundra,C.T.,24,Gujarat,1,Kachchh
Mundwa,M,8,Rajasthan,14,Nagaur
Mungaoli,N.P.,23,Madhya Pradesh,7,Guna
Mungeli,M,22,Chhattisgarh,7,Bilaspur
Munger,M,10,Bihar,24,Munger
Muni Ki Reti,N.P.,5,Uttaranchal,4,Tehri Garhwal
Munirabad Project Area,C.T.,29,Karnataka,7,Koppal
Munnur,C.T.,29,Karnataka,24,Dakshina Kannada
Muradnagar,M.B.,9,Uttar Pradesh,9,Ghaziabad
Muragachha,C.T.,19,West Bengal,11,North Twentyfour Parganas
Murbad,C.T.,27,Maharashtra,21,Thane
Murgathaul,C.T.,19,West Bengal,9,Barddhaman 
Murgud,M.Cl.,27,Maharashtra,34,Kolhapur
Muri,C.T.,20,Jharkhand,14,Ranchi
Murliganj,N.A.,10,Bihar,11,Madhepura
Mursan,N.P.,9,Uttar Pradesh,13,Hathras
Murshidabad,M,19,West Bengal,7,Murshidabad 
Murtijapur,M.Cl.,27,Maharashtra,5,Akola
Murud,M.Cl.,27,Maharashtra,24,Raigarh
Muruganpalayam,C.T.,33,Tamil Nadu,12,Coimbatore
Murum,M.Cl.,27,Maharashtra,29,Osmanabad
Murwara (Katni),M.Corp.,23,Madhya Pradesh,38,Katni
Musabani,C.T.,20,Jharkhand,18,Purbi Singhbhum
Musafirkhana,N.P.,9,Uttar Pradesh,49,Sultanpur
Musiri,T.P.,33,Tamil Nadu,15,Tiruchirappalli
Mussoori,M.B.,5,Uttaranchal,5,Dehradun
Mustafabad,C.T.,6,Haryana,3,Yamunanagar
Mustafabad,C.T.,7,Delhi *,3,North East
Muthupet,T.P.,33,Tamil Nadu,20,Thiruvarur
Muthur,T.P.,33,Tamil Nadu,10,Erode
Muttayyapuram,T.P.,33,Tamil Nadu,28,Toothukudi
Muvattupuzha,M,32,Kerala,8,Ernakulam
Muzaffarnagar,M.B.,9,Uttar Pradesh,2,Muzaffarnagar
Muzaffarpur,M.Corp.,10,Bihar,14,Muzaffarpur
Muzhappilangad,C.T.,32,Kerala,2,Kannur
Myladi,T.P.,33,Tamil Nadu,30,Kanniyakumari
Mysore,M.Corp.,29,Karnataka,26,Mysore
N. Vanlaiphai,C.T.,15,Mizoram,5,Serchhip
N.Kawnpui,C.T.,15,Mizoram,2,Kolasib
Nabadwip,M,19,West Bengal,10,Nadia 
Nabagram,C.T.,19,West Bengal,14,Puruliya
Nabagram Colony,C.T.,19,West Bengal,12,Hugli 
Nabarangapur,M,21,Orissa,28,Nabarangapur
Nabgram,C.T.,19,West Bengal,9,Barddhaman 
Nabha,M.Cl.,3,Punjab,17,Patiala
Nabinagar,N.A.,10,Bihar,34,Aurangabad
Nachane,C.T.,27,Maharashtra,32,Ratnagiri
Nachhratpur Katabari,C.T.,19,West Bengal,4,Uttar Dinajpur
Nadathara,C.T.,32,Kerala,7,Thrissur
Nadaun,N.P.,2,Himachal Pradesh,6,Hamirpur
Nadbai,M,8,Rajasthan,7,Bharatpur
Nadiad,M,24,Gujarat,16,Kheda
Nadigaon,N.P.,9,Uttar Pradesh,35,Jalaun 
Naduvattam,T.P.,33,Tamil Nadu,11,The Nilgiris
Nagai Chaudhry,C.T.,6,Haryana,16,Mahendragarh
Nagamangala,T.P.,29,Karnataka,22,Mandya
Nagaon,M.B.,18,Assam,10,Nagaon
Nagapattinam,M,33,Tamil Nadu,19,Nagapattinam
Nagapur,C.T.,27,Maharashtra,26,Ahmadnagar
Nagar,M,8,Rajasthan,7,Bharatpur
Nagardeole,C.T.,27,Maharashtra,26,Ahmadnagar
Nagari,C.T.,28,Andhra Pradesh,23,Chittoor
Nagarkurnool,C.T.,28,Andhra Pradesh,7,Mahbubnagar
Nagaur,M,8,Rajasthan,14,Nagaur
Nagavakulam,T.P.,33,Tamil Nadu,24,Madurai
Nagda,M,23,Madhya Pradesh,21,Ujjain
Nagercoil,M,33,Tamil Nadu,30,Kanniyakumari
Nagina,M.B.,9,Uttar Pradesh,3,Bijnor
Nagla,C.T.,5,Uttaranchal,12,Udham Singh Nagar
Nagod,N.P.,23,Madhya Pradesh,13,Satna
Nagojanahalli,T.P.,33,Tamil Nadu,5,Dharmapuri
Nagothana,C.T.,27,Maharashtra,24,Raigarh
Nagpur,M.Corp.,27,Maharashtra,9,Nagpur
Nagram,N.P.,9,Uttar Pradesh,27,Lucknow
Nagri,N.P.,23,Madhya Pradesh,19,Mandsaur
Nagri Kalan,C.T.,20,Jharkhand,12,Dhanbad
Nagrota Bagwan,N.P.,2,Himachal Pradesh,2,Kangra
Nahan,M.Cl.,2,Himachal Pradesh,10,Sirmaur
Naharkatiya,T.C.,18,Assam,15,Dibrugarh
Naharlagun,C.T.,12,Arunachal Pradesh,4,Papum Pare
Nai Bazar,N.P.,9,Uttar Pradesh,68,Sant Ravidas Nagar
Nai Garhi,N.P.,23,Madhya Pradesh,14,Rewa
Naihati,M,19,West Bengal,11,North Twentyfour Parganas
Naila Janjgir,M,22,Chhattisgarh,6,Janjgir-Champa
Naina Devi,M.Cl.,2,Himachal Pradesh,8,Bilaspur
Nainana Jat,C.T.,9,Uttar Pradesh,15,Agra
Nainital,M.B.,5,Uttaranchal,11,Nainital
Nainital,C.B.,5,Uttaranchal,11,Nainital
Nainpur,M,23,Madhya Pradesh,42,Mandla
Nainwa,M,8,Rajasthan,23,Bundi
Najibabad,M.B.,9,Uttar Pradesh,3,Bijnor
Nakoda,C.T.,27,Maharashtra,13,Chandrapur
Nakodar,M.Cl.,3,Punjab,4,Jalandhar
Nakur,M.B.,9,Uttar Pradesh,1,Saharanpur
Nala Sopara,M.Cl.,27,Maharashtra,21,Thane
Nalagarh,M.C.,2,Himachal Pradesh,9,Solan
Nalbari,M.B.,18,Assam,7,Nalbari
NALCO,C.T.,21,Orissa,15,Anugul
Naldurg,M.Cl.,27,Maharashtra,29,Osmanabad
Nalgonda,M,28,Andhra Pradesh,8,Nalgonda
Nalkheda,N.P.,23,Madhya Pradesh,22,Shajapur
Nallampatti,T.P.,33,Tamil Nadu,10,Erode
Nallur,T.P.,33,Tamil Nadu,30,Kanniyakumari
Namagiripettai,T.P.,33,Tamil Nadu,9,Namakkal
Namakkal,M,33,Tamil Nadu,9,Namakkal
Nambiyur,T.P.,33,Tamil Nadu,10,Erode
Nambol,M.Cl.,14,Manipur,4 & 6,Bishnupur & Imphal West
Namchi,N.T.A,11,Sikkim,3,South
Namli,N.P.,23,Madhya Pradesh,20,Ratlam
Namna Kalan,N.P.,22,Chhattisgarh,2,Surguja
Namrup,C.T.,18,Assam,15,Dibrugarh
Namsai,C.T.,12,Arunachal Pradesh,11,Lohit
Nanakvada,C.T.,24,Gujarat,25,Valsad
Nanauta,N.P.,9,Uttar Pradesh,1,Saharanpur
Nand Prayag,N.P.,5,Uttaranchal,2,Chamoli
Nandambakkam,T.P,33,Tamil Nadu,3,Kancheepuram
Nanded-Waghala,M.Corp.,27,Maharashtra,15,Nanded
Nandej,C.T.,24,Gujarat,7,Ahmadabad
Nandesari,C.T.,24,Gujarat,19,Vadodara
Nandesari INA,I.N.A.,24,Gujarat,19,Vadodara
Nandgaon,N.P.,9,Uttar Pradesh,14,Mathura
Nandgaon,M.Cl.,27,Maharashtra,20,Nashik
Nandivaram-Guduvancheri,T.P.,33,Tamil Nadu,3,Kancheepuram
Nandura,M.Cl.,27,Maharashtra,4,Buldana
Nandurbar,M.Cl.,27,Maharashtra,1,Nandurbar
Nandyal,M,28,Andhra Pradesh,21,Kurnool
Nangal,M.Cl.,3,Punjab,7,Rupnagar
Nangal Dewat,C.T.,7,Delhi *,8,South West
Nangal Thakran,C.T.,7,Delhi *,1,North West
Nangavalli,T.P.,33,Tamil Nadu,8,Salem
Nangavaram,T.P.,33,Tamil Nadu,14,Kapur
Nangloi Jat,C.T.,7,Delhi *,7,West
Nanguneri,T.P.,33,Tamil Nadu,29,Tirunelveli
Nanjangud,T.M.C,29,Karnataka,26,Mysore
Nanjikottai,T.P.,33,Tamil Nadu,21,Thanjavur
Nannilam,T.P.,33,Tamil Nadu,20,Thiruvarur
Nanpara,M.B.,9,Uttar Pradesh,50,Bahraich
Naoriya Pakhanglakpa,C.T.,14,Manipur,6,Imphal West
Naraingarh,M.C.,6,Haryana,2,Ambala
Naraini,N.P.,9,Uttar Pradesh,40,Banda
Naranammalpuram,T.P.,33,Tamil Nadu,29,Tirunelveli
Naranapuram,T.P.,33,Tamil Nadu,26,Virudhunagar
Narasaraopet,M,28,Andhra Pradesh,17,Guntur
Narasimhanaickenpalayam,T.P.,33,Tamil Nadu,12,Coimbatore
Narasimharajapura,T.P.,29,Karnataka,17,Chikmagalur
Narasingapuram,C.T.,33,Tamil Nadu,4,Vellore
Narasingapuram,T.P.,33,Tamil Nadu,8,Salem
Narath,C.T.,32,Kerala,2,Kannur
Narauli,N.P.,9,Uttar Pradesh,4,Moradabad
Naraura,N.P.,9,Uttar Pradesh,11,Bulandshahr 
Naravarikuppam,T.P,33,Tamil Nadu,1,Thiruvallur
Narayanavanam,C.T.,28,Andhra Pradesh,23,Chittoor
Narayangarh,N.P.,23,Madhya Pradesh,19,Mandsaur
Narayanpet,N.P.,28,Andhra Pradesh,7,Mahbubnagar
Naregal,T.P.,29,Karnataka,8,Gadag
Narendra Nagar,M.B.,5,Uttaranchal,4,Tehri Garhwal
Nargund,T.M.C,29,Karnataka,8,Gadag
Narkanda,N.P.,2,Himachal Pradesh,11,Shimla
Narkatiaganj,N.A.,10,Bihar,1,Pashchim Champaran
Narkhed,M.Cl.,27,Maharashtra,9,Nagpur
Narnaul,M.Cl.,6,Haryana,16,Mahendragarh
Narnaund,M.C.,6,Haryana,12,Hisar
Narsapur,M,28,Andhra Pradesh,15,West Godavari
Narsimhapur,M,23,Madhya Pradesh,40,Narsimhapur
Narsingarh,C.T.,16,Tripura,1,West Tripura 
Narsinghgarh,M,23,Madhya Pradesh,30,Rajgarh
Narsingi,C.T.,28,Andhra Pradesh,6,Rangareddi
Narsipatnam,C.T.,28,Andhra Pradesh,13,Visakhapatnam
Narwana,M.C.,6,Haryana,9,Jind
Narwar,N.P.,23,Madhya Pradesh,6,Shivpuri
Nashik,M.Corp.,27,Maharashtra,20,Nashik
Nasirabad,C.B.,8,Rajasthan,21,Ajmer
Nasiyanur,T.P.,33,Tamil Nadu,10,Erode
Naspur,C.T.,28,Andhra Pradesh,1,Adilabad
Nasra,C.T.,19,West Bengal,10,Nadia 
Nasrullaganj,N.P.,23,Madhya Pradesh,33,Sehore
Natham,T.P.,33,Tamil Nadu,13,Dindigul
Nathampannai,T.P.,33,Tamil Nadu,22,Pudukkottai
Nathdwara,M,8,Rajasthan,25,Rajsamand
Natibpur,C.T.,19,West Bengal,16,Haora 
Natrampalli,T.P.,33,Tamil Nadu,4,Vellore
Nattapettai,C.T.,33,Tamil Nadu,3,Kancheepuram
Nattarasankottai,T.P.,33,Tamil Nadu,23,Sivaganga
Naubaisa Gaon,C.T.,18,Assam,17,Jorhat
Naudhia,C.T.,23,Madhya Pradesh,17,Sidhi
Naugachhia,N.A.,10,Bihar,22,Bhagalpur
Naugawan Sadat,N.P.,9,Uttar Pradesh,6,Jyotiba Phule Nagar
Naupala,C.T.,19,West Bengal,16,Haora 
Nautanwa,M.B.,9,Uttar Pradesh,57,Maharajganj
NavagamGhed,M,24,Gujarat,10,Jamnagar
Navalgund,T.P.,29,Karnataka,9,Dharwad
Navalpattu,C.T.,33,Tamil Nadu,15,Tiruchirappalli
Navelim,C.T.,30,Goa,2,South Goa
Navghar-Manikpur,M.Cl.,27,Maharashtra,21,Thane
Navi Mumbai,M.Corp.,27,Maharashtra,21,Thane
"Navi Mumbai (Panvel, Raigarh)",C.T.,27,Maharashtra,24,Raigarh
Navsari,M,24,Gujarat,24,Navsari
Nawa,M,8,Rajasthan,14,Nagaur
Nawabganj,M.B.,9,Uttar Pradesh,20,Bareilly
Nawabganj,N.P.,9,Uttar Pradesh,26,Unnao
Nawabganj,M.B.,9,Uttar Pradesh,46,Barabanki
Nawabganj,M.B.,9,Uttar Pradesh,53,Gonda
Nawada,M,10,Bihar,36,Nawada
Nawalgarh,M,8,Rajasthan,5,Jhunjhunun
Nawanshahr,M.Cl.,3,Punjab,6,Nawanshahr
Nawapur,M.Cl.,27,Maharashtra,1,Nandurbar
Naya Baradwar,N.P.,22,Chhattisgarh,6,Janjgir-Champa
Nayabazar,N.T.A,11,Sikkim,2,West
Nayagarh,N.A.C.,21,Orissa,16,Nayagarh
Nazerath,T.P.,33,Tamil Nadu,28,Toothukudi
Nazira,M.B.,18,Assam,16,Sibsagar
Nebadhai Duttapukur,C.T.,19,West Bengal,11,North Twentyfour Parganas
Nedumangad,M,32,Kerala,14,Thiruvananthapuram
Needamangalam,T.P.,33,Tamil Nadu,20,Thiruvarur
Neelagiri,T.P.,33,Tamil Nadu,21,Thanjavur
Neelankarai,C.T.,33,Tamil Nadu,3,Kancheepuram
Neem-Ka-Thana,M,8,Rajasthan,13,Sikar
Neemuch,M,23,Madhya Pradesh,18,Neemuch
Nehon,C.T.,3,Punjab,7,Rupnagar
Nehtaur,M.B.,9,Uttar Pradesh,3,Bijnor
Neikkarapatti,T.P.,33,Tamil Nadu,13,Dindigul
Neiyyur,T.P.,33,Tamil Nadu,30,Kanniyakumari
Nellikuppam,M,33,Tamil Nadu,18,Cuddalore
Nellimaria,C.T.,28,Andhra Pradesh,12,Vizianagaram
Nelliyalam,T.P.,33,Tamil Nadu,11,The Nilgiris
Nellore,M,28,Andhra Pradesh,19,Nellore
Nelmangala,T.P.,29,Karnataka,21,Bangalore Rural
Nemili,T.P.,33,Tamil Nadu,4,Vellore
Nenmenikkara,C.T.,32,Kerala,7,Thrissur
Nepanagar,M,23,Madhya Pradesh,29,East Nimar
Neral,C.T.,27,Maharashtra,24,Raigarh
Neripperichal,C.T.,33,Tamil Nadu,12,Coimbatore
Nerkunram,C.T.,33,Tamil Nadu,1,Thiruvallur
Nerkuppai,T.P.,33,Tamil Nadu,23,Sivaganga
Nerunjipettai,T.P.,33,Tamil Nadu,10,Erode
Neuton Chikhli Kalan,N.P.,23,Madhya Pradesh,43,Chhindwara
New Barrackpur,M,19,West Bengal,11,North Twentyfour Parganas
New Bongaigaon Rly. Colony,C.T.,18,Assam,4,Bongaigaon
New Delhi Municipal Council,M.Cl.,7,Delhi *,"5, 6, 8 & 9","New Delhi, Central, South West and South"
New Mahe,C.T.,32,Kerala,2,Kannur
Newa Talai,C.T.,8,Rajasthan,26,Udaipur
Neykkarappatti,C.T.,33,Tamil Nadu,8,Salem
Neyveli,T.S.,33,Tamil Nadu,18,Cuddalore
Neyyattinkara,M,32,Kerala,14,Thiruvananthapuram
Nibra,C.T.,19,West Bengal,16,Haora 
Nichlaul,N.P.,9,Uttar Pradesh,57,Maharajganj
Nidadavole,M,28,Andhra Pradesh,15,West Godavari
Nidhauli Kalan,N.P.,9,Uttar Pradesh,17,Etah
Nilagiri,N.A.C.,21,Orissa,8,Baleshwar
Nilakkottai,T.P.,33,Tamil Nadu,13,Dindigul
Nilanga,M.Cl.,27,Maharashtra,28,Latur
Nildoh,C.T.,27,Maharashtra,9,Nagpur
Nilokheri,M.C.,6,Haryana,6,Karnal
Nimapada,N.A.C.,21,Orissa,18,Puri
Nimbahera,M,8,Rajasthan,29,Chittaurgarh
Nimbhore Budruk,C.T.,27,Maharashtra,3,Jalgaon
Ningthoukhong,N.P.,14,Manipur,4,Bishnupur
Nipani,C.M.C,29,Karnataka,1,Belgaum
Nirmal,M,28,Andhra Pradesh,1,Adilabad
Nirmali,N.A.,10,Bihar,6,Supaul
Nirsa,C.T.,20,Jharkhand,12,Dhanbad
Niwai,M,8,Rajasthan,22,Tonk
Niwari,N.P.,23,Madhya Pradesh,8,Tikamgarh
Niwari,N.P.,9,Uttar Pradesh,9,Ghaziabad
Nizamabad,M,28,Andhra Pradesh,2,Nizamabad
Nizamabad,N.P.,9,Uttar Pradesh,61,Azamgarh
Noamundi,C.T.,20,Jharkhand,17,Pashchimi Singhbhum
Nohar,M,8,Rajasthan,2,Hanumangarh
Noida,C.T.,9,Uttar Pradesh,10,Gautam Buddha Nagar
Nokha,M,8,Rajasthan,3,Bikaner
Nokha,N.A.,10,Bihar,32,Rohtas
Nokpul,C.T.,19,West Bengal,11,North Twentyfour Parganas
Nongmynsong,C.T.,17,Meghalaya,6,East Khasi Hills
Nongpoh,T.C.,17,Meghalaya,5,Ri Bhoi
Nongstoin,T.C.,17,Meghalaya,4,West Khasi Hills
Nongthymmai,C.T.,17,Meghalaya,6,East Khasi Hills
Noor Mahal,M.Cl.,3,Punjab,4,Jalandhar
Noorpur,M.B.,9,Uttar Pradesh,3,Bijnor
North Barrackpur,M,19,West Bengal,11,North Twentyfour Parganas
North Dumdum,M,19,West Bengal,11,North Twentyfour Parganas
North Guwahati,T.C.,18,Assam,6,Kamrup
North Lakhimpur,M.B.,18,Assam,12,Lakhimpur
Northern Rly. Colony,C.T.,9,Uttar Pradesh,34,Kanpur Nagar
Nowgaon,M,23,Madhya Pradesh,9,Chhatarpur
Nowrozabad(Khodargama),N.P.,23,Madhya Pradesh,15,Umaria
Nowshehra,N.A.C.,1,Jammu & Kashmir,12,Rajauri
Nuapatna,C.T.,21,Orissa,12,Cuttack
Nuh,M.C,6,Haryana,18,Gurgaon
Numaligarh Refinery Township,C.T.,18,Assam,18,Golaghat
Nurpur,M.Cl.,2,Himachal Pradesh,2,Kangra
Nuzvid,M,28,Andhra Pradesh,16,Krishna
Nyoria Husainpur,N.P.,9,Uttar Pradesh,21,Pilibhit
Nyotini,N.P.,9,Uttar Pradesh,26,Unnao
O' Valley,T.P.,33,Tamil Nadu,11,The Nilgiris
O.F.Khamaria,C.T.,23,Madhya Pradesh,39,Jabalpur
Obedullaganj,N.P.,23,Madhya Pradesh,34,Raisen
Obra,N.P.,9,Uttar Pradesh,70,Sonbhadra
OCL Industrialship,I.T.S.,21,Orissa,5,Sundargarh
Odaipatti,T.P.,33,Tamil Nadu,25,Theni
Odaiyakulam,T.P.,33,Tamil Nadu,12,Coimbatore
Oddanchatram,T.P.,33,Tamil Nadu,13,Dindigul
Ode,M,24,Gujarat,15,Anand
Odugathur,T.P.,33,Tamil Nadu,4,Vellore
Oel Dhakwa,N.P.,9,Uttar Pradesh,23,Kheri
Oggiyamduraipakkam,C.T.,33,Tamil Nadu,3,Kancheepuram
Oinam,N.P.,14,Manipur,4,Bishnupur
Okha port,C.T.,24,Gujarat,10,Jamnagar
Okni NO.II,C.T.,20,Jharkhand,4,Hazaribag
Olagadam,T.P.,33,Tamil Nadu,10,Erode
Olavanna,C.T.,32,Kerala,4,Kozhikode
Old Maldah,M,19,West Bengal,6,Maldah 
Omalur,T.P.,33,Tamil Nadu,8,Salem
Omerkhan daira,C.T.,28,Andhra Pradesh,6,Rangareddi
Omkareshwar,N.P.,23,Madhya Pradesh,29,East Nimar
Ondal,C.T.,19,West Bengal,9,Barddhaman 
Ongole,M,28,Andhra Pradesh,18,Prakasam
Orachha,N.P.,23,Madhya Pradesh,8,Tikamgarh
Orai,M.B.,9,Uttar Pradesh,35,Jalaun 
Oran,N.P.,9,Uttar Pradesh,40,Banda
Orathanadu (Mukthambalpuram),T.P.,33,Tamil Nadu,21,Thanjavur
Ordinance Factory Itarsi,C.T.,23,Madhya Pradesh,37,Hoshangabad
Ordnance Factory Muradnagar,C.T.,9,Uttar Pradesh,9,Ghaziabad
Orla,C.T.,20,Jharkhand,4,Hazaribag
Osmanabad,M.Cl.,27,Maharashtra,29,Osmanabad
Osmania University,C.T.,28,Andhra Pradesh,5,Hyderabad
Othakadai,T.P.,33,Tamil Nadu,24,Madurai
Othakalmandapam,T.P.,33,Tamil Nadu,12,Coimbatore
Ottappalam,M,32,Kerala,6,Palakkad
Ottapparai,C.T.,33,Tamil Nadu,10,Erode
Ozar,C.T.,27,Maharashtra,20,Nashik
Ozhukarai,M,34,Pondicherry *,2,Pondicherry
P. J. Cholapuram,T.P.,33,Tamil Nadu,14,Kapur
P.Mettupalayam,T.P.,33,Tamil Nadu,10,Erode
P.N.Patti,T.P.,33,Tamil Nadu,8,Salem
Pachgaon,C.T.,27,Maharashtra,34,Kolhapur
Pachmarhi Cantt,C.B.,23,Madhya Pradesh,37,Hoshangabad
Pachora,M.Cl.,27,Maharashtra,3,Jalgaon
Pachore,N.P.,23,Madhya Pradesh,30,Rajgarh
Pachperwa,N.P.,9,Uttar Pradesh,52,Balrampur
Pacode,T.P.,33,Tamil Nadu,30,Kanniyakumari
Padagha,C.T.,27,Maharashtra,21,Thane
Padaiveedu,T.P.,33,Tamil Nadu,9,Namakkal
Padampur,M,8,Rajasthan,1,Ganganagar
Paddhari,C.T.,24,Gujarat,9,Rajkot
Padianallur,C.T.,33,Tamil Nadu,1,Thiruvallur
Padirikuppam,T.P.,33,Tamil Nadu,18,Cuddalore
Padmanabhapuram,M,33,Tamil Nadu,30,Kanniyakumari
Padmapur,N.A.C.,21,Orissa,1,Bargarh
Padra,M,24,Gujarat,19,Vadodara
Padrauna,M.B.,9,Uttar Pradesh,59,Kushinagar
Paduvilayi,C.T.,32,Kerala,2,Kannur
Pahalgam,N.A.C.,1,Jammu & Kashmir,6,Anantnag
Paharpur,C.T.,10,Bihar,35,Gaya
Pahasu,N.P.,9,Uttar Pradesh,11,Bulandshahr 
Paintepur,N.P.,9,Uttar Pradesh,24,Sitapur
Pairagachha,C.T.,19,West Bengal,12,Hugli 
Paithan,M.Cl.,27,Maharashtra,19,Aurangabad
Pakaur,M,20,Jharkhand,10,Pakaur
Pal Chourai,C.T.,23,Madhya Pradesh,43,Chhindwara
Palacole,M,28,Andhra Pradesh,15,West Godavari
Palaganangudy,T.P.,33,Tamil Nadu,15,Tiruchirappalli
Palai,M,32,Kerala,10,Kottayam
Palakkad,M,32,Kerala,6,Palakkad
Palakkodu,T.P.,33,Tamil Nadu,5,Dharmapuri
Palakurthi,C.T.,28,Andhra Pradesh,3,Karimnagar
Palamedu,T.P.,33,Tamil Nadu,24,Madurai
Palampur,M.Cl.,2,Himachal Pradesh,2,Kangra
Palani,M,33,Tamil Nadu,13,Dindigul
Palani Chettipatti,T.P.,33,Tamil Nadu,25,Theni
Palanpur,M,24,Gujarat,2,Banas Kantha
Palasa @ Kasibugga,N.P.,28,Andhra Pradesh,11,Srikakulam
Palasbari,M.B.,18,Assam,6,Kamrup
Palashban,C.T.,19,West Bengal,9,Barddhaman 
Palavakkam,C.T.,33,Tamil Nadu,3,Kancheepuram
Palavansathu,C.T.,33,Tamil Nadu,4,Vellore
Palawa,C.T.,20,Jharkhand,4,Hazaribag
Palayad,C.T.,32,Kerala,4,Kozhikode
Palayam,T.P.,33,Tamil Nadu,13,Dindigul
Palda,C.T.,23,Madhya Pradesh,26,Indore
Pale,C.T.,30,Goa,1,North Goa 
Palej,C.T.,24,Gujarat,21,Bharuch
Palera,N.P.,23,Madhya Pradesh,8,Tikamgarh
Palghar,M.Cl.,27,Maharashtra,21,Thane
Pali,N.P.,23,Madhya Pradesh,15,Umaria
Pali,M.Cl.,8,Rajasthan,20,Pali
Pali,C.T.,27,Maharashtra,24,Raigarh
Pali,N.P.,9,Uttar Pradesh,25,Hardoi
Pali,N.P.,9,Uttar Pradesh,37,Lalitpur
Palia Kalan,M.B.,9,Uttar Pradesh,23,Kheri
Palissery,C.T.,32,Kerala,7,Thrissur
Palitana,M,24,Gujarat,14,Bhavnagar
Palladam,T.P.,33,Tamil Nadu,12,Coimbatore
Pallapalayam,T.P.,33,Tamil Nadu,10,Erode
Pallapalayam,T.P.,33,Tamil Nadu,12,Coimbatore
Pallapatti,T.P.,33,Tamil Nadu,13,Dindigul
Pallapatti,T.P.,33,Tamil Nadu,14,Kapur
Pallapatti,T.P.,33,Tamil Nadu,26,Virudhunagar
Pallathur,T.P.,33,Tamil Nadu,23,Sivaganga
Pallavaram,M,33,Tamil Nadu,3,Kancheepuram
Pallikaranai,T.P,33,Tamil Nadu,3,Kancheepuram
Pallikkunnu,C.T.,32,Kerala,2,Kannur
Pallikonda,T.P.,33,Tamil Nadu,4,Vellore
Pallipalayam,T.P.,33,Tamil Nadu,9,Namakkal
Pallipalayam Agraharam,C.T.,33,Tamil Nadu,9,Namakkal
Pallipattu,T.P,33,Tamil Nadu,1,Thiruvallur
Paluvai,C.T.,32,Kerala,7,Thrissur
Palwal,M.Cl.,6,Haryana,19,Faridabad
Palwancha,M,28,Andhra Pradesh,10,Khammam
Pammal,T.P,33,Tamil Nadu,3,Kancheepuram
Pampore,N.A.C.,1,Jammu & Kashmir,5,Pulwama
Pamur,C.T.,28,Andhra Pradesh,18,Prakasam
Panagar,M,23,Madhya Pradesh,39,Jabalpur
Panagudi,T.P.,33,Tamil Nadu,29,Tirunelveli
Panaimarathupatti,T.P.,33,Tamil Nadu,8,Salem
Panaji,M.Cl.,30,Goa,1,North Goa 
Panapakkam,T.P.,33,Tamil Nadu,4,Vellore
Panara,C.T.,23,Madhya Pradesh,43,Chhindwara
Panboli,T.P.,33,Tamil Nadu,29,Tirunelveli
Panchet,C.T.,20,Jharkhand,12,Dhanbad
Panchgani,M.Cl.,27,Maharashtra,31,Satara
Panchkula Urban Estate,E.O.,6,Haryana,1,Panchkula
Panchla,C.T.,19,West Bengal,16,Haora 
Panchpara,C.T.,19,West Bengal,16,Haora 
Pandamangalam,T.P.,33,Tamil Nadu,9,Namakkal
Pandariya,N.P.,22,Chhattisgarh,8,Kawardha
Pandavapura,T.P.,29,Karnataka,22,Mandya
Pandhana,N.P.,23,Madhya Pradesh,29,East Nimar
Pandharkaoda,M.Cl.,27,Maharashtra,14,Yavatmal
Pandharpur,C.T.,27,Maharashtra,19,Aurangabad
Pandharpur,M.Cl.,27,Maharashtra,30,Solapur
Pandhurna,M,23,Madhya Pradesh,43,Chhindwara
Pandua,C.T.,19,West Bengal,12,Hugli 
Pangachhiya (B),C.T.,19,West Bengal,9,Barddhaman 
Panhala,M.Cl.,27,Maharashtra,34,Kolhapur
Paniara,C.T.,19,West Bengal,16,Haora 
Panihati,M,19,West Bengal,11,North Twentyfour Parganas
Panipat,M.Cl.,6,Haryana,7,Panipat
Panipat Taraf Ansar,C.T.,6,Haryana,7,Panipat
Panipat Taraf Rajputan,C.T.,6,Haryana,7,Panipat
Panipt Taraf Makhdum Zadgan,C.T.,6,Haryana,7,Panipat
Panna,M,23,Madhya Pradesh,10,Panna
Pannaikadu,T.P.,33,Tamil Nadu,13,Dindigul
Pannaipuram,T.P.,33,Tamil Nadu,25,Theni
Panniyannur,C.T.,32,Kerala,2,Kannur
Panoor,C.T.,32,Kerala,2,Kannur
Panposh,C.T.,21,Orissa,5,Sundargarh
